year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party,candidatevotes,totalvotes,% of Total Votes,Rank,President
2004,Iowa,IA,19,42,31,US President,"Kerry, John",democrat,"741,898","1,506,908",49.23%,2,NO
2004,Kansas,KS,20,47,32,US President,"Bush, George W.",republican,"736,456","1,187,756",62.00%,1,YES
2004,Kansas,KS,20,47,32,US President,"Kerry, John",democrat,"434,993","1,187,756",36.62%,2,NO
2004,Kentucky,KY,21,61,51,US President,"Bush, George W.",republican,"1,069,439","1,795,882",59.55%,1,YES
2004,Kentucky,KY,21,61,51,US President,"Kerry, John",democrat,"712,733","1,795,882",39.69%,2,NO
2004,Louisiana,LA,22,72,45,US President,"Bush, George W.",republican,"1,102,169","1,943,106",56.72%,1,YES
2004,Louisiana,LA,22,72,45,US President,"Kerry, John",democrat,"820,299","1,943,106",42.22%,2,NO
2004,Maine,ME,23,11,2,US President,"Kerry, John",democrat,"396,842","740,752",53.57%,1,NO
2004,Maine,ME,23,11,2,US President,"Bush, George W.",republican,"330,201","740,752",44.58%,2,YES
2004,Maryland,MD,24,52,52,US President,"Kerry, John",democrat,"1,334,493","2,384,238",55.97%,1,NO
2004,Maryland,MD,24,52,52,US President,"Bush, George W.",republican,"1,024,703","2,384,238",42.98%,2,YES
2004,Massachusetts,MA,25,14,3,US President,"Kerry, John",democrat,"1,803,800","2,927,455",61.62%,1,NO
2004,Massachusetts,MA,25,14,3,US President,"Bush, George W.",republican,"1,071,109","2,927,455",36.59%,2,YES
2004,Michigan,MI,26,34,23,US President,"Kerry, John",democrat,"2,479,183","4,839,252",51.23%,1,NO
2004,Michigan,MI,26,34,23,US President,"Bush, George W.",republican,"2,313,746","4,839,252",47.81%,2,YES
2004,Minnesota,MN,27,41,33,US President,"Kerry, John",democratic-farmer-labor,"1,445,014","2,828,387",51.09%,1,NO
2004,Minnesota,MN,27,41,33,US President,"Bush, George W.",republican,"1,346,695","2,828,387",47.61%,2,YES
2004,Mississippi,MS,28,64,46,US President,"Bush, George W.",republican,"672,660","1,139,824",59.01%,1,YES
2004,Mississippi,MS,28,64,46,US President,"Kerry, John",democrat,"457,766","1,139,824",40.16%,2,NO
2004,Missouri,MO,29,43,34,US President,"Bush, George W.",republican,"1,455,713","2,731,364",53.30%,1,YES
2004,Missouri,MO,29,43,34,US President,"Kerry, John",democrat,"1,259,171","2,731,364",46.10%,2,NO
2004,Montana,MT,30,81,64,US President,"Bush, George W.",republican,"266,063","450,434",59.07%,1,YES
2004,Montana,MT,30,81,64,US President,"Kerry, John",democrat,"173,710","450,434",38.57%,2,NO
2004,Nebraska,NE,31,46,35,US President,"Bush, George W.",republican,"512,814","778,186",65.90%,1,YES
2004,Nebraska,NE,31,46,35,US President,"Kerry, John",democrat,"254,328","778,186",32.68%,2,NO
2004,Nevada,NV,32,88,65,US President,"Bush, George W.",republican,"418,690","829,587",50.47%,1,YES
2004,Nevada,NV,32,88,65,US President,"Kerry, John",democrat,"397,190","829,587",47.88%,2,NO
2004,New Hampshire,NH,33,12,4,US President,"Kerry, John",democrat,"340,511","678,287",50.20%,1,NO
2004,New Hampshire,NH,33,12,4,US President,"Bush, George W.",republican,"331,237","678,287",48.83%,2,YES
2004,New Jersey,NJ,34,22,12,US President,"Kerry, John",democrat,"1,911,430","3,611,691",52.92%,1,NO
2004,New Jersey,NJ,34,22,12,US President,"Bush, George W.",republican,"1,670,003","3,611,691",46.24%,2,YES
2004,New Mexico,NM,35,85,66,US President,"Bush, George W.",republican,"376,930","756,304",49.84%,1,YES
2004,New Mexico,NM,35,85,66,US President,"Kerry, John",democrat,"370,942","756,304",49.05%,2,NO
2004,New York,NY,36,21,13,US President,"Kerry, John",democrat,"4,180,755","7,448,266",56.13%,1,NO
2004,New York,NY,36,21,13,US President,"Bush, George W.",republican,"2,806,993","7,448,266",37.69%,2,YES
2004,New York,NY,36,21,13,US President,"Bush, George W.",conservative,"155,574","7,448,266",2.09%,2,YES
2004,New York,NY,36,21,13,US President,"Kerry, John",working families,"133,525","7,448,266",1.79%,2,NO
2004,North Carolina,NC,37,56,47,US President,"Bush, George W.",republican,"1,961,166","3,501,007",56.02%,1,YES
2004,North Carolina,NC,37,56,47,US President,"Kerry, John",democrat,"1,525,849","3,501,007",43.58%,2,NO
2004,North Dakota,ND,38,44,36,US President,"Bush, George W.",republican,"196,651","312,833",62.86%,1,YES
2004,North Dakota,ND,38,44,36,US President,"Kerry, John",democrat,"111,052","312,833",35.50%,2,NO
2004,Ohio,OH,39,31,24,US President,"Bush, George W.",republican,"2,859,764","5,627,903",50.81%,1,YES
2004,Ohio,OH,39,31,24,US President,"Kerry, John",democrat,"2,741,165","5,627,903",48.71%,2,NO
2004,Oklahoma,OK,40,73,53,US President,"Bush, George W.",republican,"959,792","1,463,758",65.57%,1,YES
2004,Oklahoma,OK,40,73,53,US President,"Kerry, John",democrat,"503,966","1,463,758",34.43%,2,NO
2004,Oregon,OR,41,92,72,US President,"Kerry, John",democrat,"943,163","1,836,782",51.35%,1,NO
2004,Oregon,OR,41,92,72,US President,"Bush, George W.",republican,"866,831","1,836,782",47.19%,2,YES
2004,Pennsylvania,PA,42,23,14,US President,"Kerry, John",democrat,"2,938,095","5,769,590",50.92%,1,NO
2004,Pennsylvania,PA,42,23,14,US President,"Bush, George W.",republican,"2,793,847","5,769,590",48.42%,2,YES
2004,Rhode Island,RI,44,15,5,US President,"Kerry, John",democrat,"259,760","437,134",59.42%,1,NO
2004,Rhode Island,RI,44,15,5,US President,"Bush, George W.",republican,"169,046","437,134",38.67%,2,YES
2004,South Carolina,SC,45,57,48,US President,"Bush, George W.",republican,"937,974","1,617,700",57.98%,1,YES
2004,South Carolina,SC,45,57,48,US President,"Kerry, John",democrat,"661,669","1,617,700",40.90%,2,NO
2004,South Dakota,SD,46,45,37,US President,"Bush, George W.",republican,"232,584","388,215",59.91%,1,YES
2004,South Dakota,SD,46,45,37,US President,"Kerry, John",democrat,"149,244","388,215",38.44%,2,NO
2004,Tennessee,TN,47,62,54,US President,"Bush, George W.",republican,"1,384,375","2,437,319",56.80%,1,YES
2004,Tennessee,TN,47,62,54,US President,"Kerry, John",democrat,"1,036,477","2,437,319",42.53%,2,NO
2004,Texas,TX,48,74,49,US President,"Bush, George W.",republican,"4,526,917","7,410,749",61.09%,1,YES
2004,Texas,TX,48,74,49,US President,"Kerry, John",democrat,"2,832,704","7,410,749",38.22%,2,NO
2004,Utah,UT,49,87,67,US President,"Bush, George W.",republican,"663,742","927,844",71.54%,1,YES
2004,Utah,UT,49,87,67,US President,"Kerry, John",democrat,"241,199","927,844",26.00%,2,NO
2004,Vermont,VT,50,13,6,US President,"Kerry, John",democrat,"184,067","312,309",58.94%,1,NO
2004,Vermont,VT,50,13,6,US President,"Bush, George W.",republican,"121,180","312,309",38.80%,2,YES
2004,Virginia,VA,51,54,40,US President,"Bush, George W.",republican,"1,716,959","3,195,415",53.73%,1,YES
2004,Virginia,VA,51,54,40,US President,"Kerry, John",democrat,"1,454,742","3,195,415",45.53%,2,NO
2004,Washington,WA,53,91,73,US President,"Kerry, John",democrat,"1,510,201","2,859,084",52.82%,1,NO
2004,Washington,WA,53,91,73,US President,"Bush, George W.",republican,"1,304,894","2,859,084",45.64%,2,YES
2004,West Virginia,WV,54,55,56,US President,"Bush, George W.",republican,"423,778","755,792",56.07%,1,YES
2004,West Virginia,WV,54,55,56,US President,"Kerry, John",democrat,"326,541","755,792",43.21%,2,NO
2004,Wisconsin,WI,55,35,25,US President,"Kerry, John",democrat,"1,489,504","2,997,007",49.70%,1,NO
2004,Wisconsin,WI,55,35,25,US President,"Bush, George W.",republican,"1,478,120","2,997,007",49.32%,2,YES
2004,Wyoming,WY,56,83,68,US President,"Bush, George W.",republican,"167,629","243,861",68.74%,1,YES
2004,Wyoming,WY,56,83,68,US President,"Kerry, John",democrat,"70,776","243,861",29.02%,2,NO
2008,Alabama,AL,1,63,41,US President,"McCain, John",republican,"1,266,546","2,099,819",60.32%,1,NO
2008,Alabama,AL,1,63,41,US President,"Obama, Barack H.",democrat,"813,479","2,099,819",38.74%,2,YES
2008,Alaska,AK,2,94,81,US President,"McCain, John",republican,"193,841","326,197",59.42%,1,NO
2008,Alaska,AK,2,94,81,US President,"Obama, Barack H.",democrat,"123,594","326,197",37.89%,2,YES
2008,Arizona,AZ,4,86,61,US President,"McCain, John",republican,"1,230,111","2,293,475",53.64%,1,NO
2008,Arizona,AZ,4,86,61,US President,"Obama, Barack H.",democrat,"1,034,707","2,293,475",45.12%,2,YES
2008,Arkansas,AR,5,71,42,US President,"McCain, John",republican,"638,017","1,086,617",58.72%,1,NO
2008,Arkansas,AR,5,71,42,US President,"Obama, Barack H.",democrat,"422,310","1,086,617",38.86%,2,YES
2008,California,CA,6,93,71,US President,"Obama, Barack H.",democrat,"8,274,473","13,561,900",61.01%,1,YES
2008,California,CA,6,93,71,US President,"McCain, John",republican,"5,011,781","13,561,900",36.95%,2,NO
2008,Colorado,CO,8,84,62,US President,"Obama, Barack H.",democrat,"1,288,576","2,401,361",53.66%,1,YES
2008,Colorado,CO,8,84,62,US President,"McCain, John",republican,"1,073,589","2,401,361",44.71%,2,NO
2008,Connecticut,CT,9,16,1,US President,"Obama, Barack H.",democrat,"997,772","1,646,792",60.59%,1,YES
2008,Connecticut,CT,9,16,1,US President,"McCain, John",republican,"629,428","1,646,792",38.22%,2,NO
2008,Delaware,DE,10,51,11,US President,"Obama, Barack H.",democrat,"255,459","412,412",61.94%,1,YES
2008,Delaware,DE,10,51,11,US President,"McCain, John",republican,"152,374","412,412",36.95%,2,NO
2008,District of Columbia,DC,11,53,55,US President,"Obama, Barack H.",democrat,"245,800","265,853",92.46%,1,YES
2008,District of Columbia,DC,11,53,55,US President,"McCain, John",republican,"17,367","265,853",6.53%,2,NO
2008,Florida,FL,12,59,43,US President,"Obama, Barack H.",democrat,"4,282,074","8,390,744",51.03%,1,YES
2008,Florida,FL,12,59,43,US President,"McCain, John",republican,"4,045,624","8,390,744",48.22%,2,NO
2008,Georgia,GA,13,58,44,US President,"McCain, John",republican,"2,048,759","3,924,486",52.20%,1,NO
2008,Georgia,GA,13,58,44,US President,"Obama, Barack H.",democrat,"1,844,123","3,924,486",46.99%,2,YES
2008,Hawaii,HI,15,95,82,US President,"Obama, Barack H.",democrat,"325,871","456,064",71.45%,1,YES
2008,Hawaii,HI,15,95,82,US President,"McCain, John",republican,"120,566","456,064",26.44%,2,NO
2008,Idaho,ID,16,82,63,US President,"McCain, John",republican,"403,012","655,122",61.52%,1,NO
2008,Idaho,ID,16,82,63,US President,"Obama, Barack H.",democrat,"236,440","655,122",36.09%,2,YES
2008,Illinois,IL,17,33,21,US President,"Obama, Barack H.",democrat,"3,419,348","5,522,371",61.92%,1,YES
2008,Illinois,IL,17,33,21,US President,"McCain, John",republican,"2,031,179","5,522,371",36.78%,2,NO
2008,Indiana,IN,18,32,22,US President,"Obama, Barack H.",democrat,"1,374,039","2,751,054",49.95%,1,YES
2008,Indiana,IN,18,32,22,US President,"McCain, John",republican,"1,345,648","2,751,054",48.91%,2,NO
2008,Iowa,IA,19,42,31,US President,"Obama, Barack H.",democrat,"828,940","1,537,123",53.93%,1,YES
2008,Iowa,IA,19,42,31,US President,"McCain, John",republican,"682,379","1,537,123",44.39%,2,NO
2008,Kansas,KS,20,47,32,US President,"McCain, John",republican,"699,655","1,235,872",56.61%,1,NO
2008,Kansas,KS,20,47,32,US President,"Obama, Barack H.",democrat,"514,765","1,235,872",41.65%,2,YES
2008,Kentucky,KY,21,61,51,US President,"McCain, John",republican,"1,048,462","1,826,620",57.40%,1,NO
2008,Kentucky,KY,21,61,51,US President,"Obama, Barack H.",democrat,"751,985","1,826,620",41.17%,2,YES
2008,Louisiana,LA,22,72,45,US President,"McCain, John",republican,"1,148,275","1,960,761",58.56%,1,NO
2008,Louisiana,LA,22,72,45,US President,"Obama, Barack H.",democrat,"782,989","1,960,761",39.93%,2,YES
2008,Maine,ME,23,11,2,US President,"Obama, Barack H.",democrat,"421,923","731,163",57.71%,1,YES
2008,Maine,ME,23,11,2,US President,"McCain, John",republican,"295,273","731,163",40.38%,2,NO
2008,Maryland,MD,24,52,52,US President,"Obama, Barack H.",democrat,"1,629,467","2,631,596",61.92%,1,YES
2008,Maryland,MD,24,52,52,US President,"McCain, John",republican,"959,862","2,631,596",36.47%,2,NO
2008,Massachusetts,MA,25,14,3,US President,"Obama, Barack H.",democrat,"1,904,097","3,102,995",61.36%,1,YES
2008,Massachusetts,MA,25,14,3,US President,"McCain, John",republican,"1,108,854","3,102,995",35.73%,2,NO
2008,Michigan,MI,26,34,23,US President,"Obama, Barack H.",democrat,"2,872,579","5,001,596",57.43%,1,YES
2008,Michigan,MI,26,34,23,US President,"McCain, John",republican,"2,048,639","5,001,596",40.96%,2,NO
2008,Minnesota,MN,27,41,33,US President,"Obama, Barack H.",democrat,"1,573,354","2,910,369",54.06%,1,YES
2008,Minnesota,MN,27,41,33,US President,"McCain, John",republican,"1,275,409","2,910,369",43.82%,2,NO
2008,Mississippi,MS,28,64,46,US President,"McCain, John",republican,"724,597","1,289,865",56.18%,1,NO
2008,Mississippi,MS,28,64,46,US President,"Obama, Barack H.",democrat,"554,662","1,289,865",43.00%,2,YES
2008,Missouri,MO,29,43,34,US President,"McCain, John",republican,"1,445,814","2,925,205",49.43%,1,NO
2008,Missouri,MO,29,43,34,US President,"Obama, Barack H.",democrat,"1,441,911","2,925,205",49.29%,2,YES
2008,Montana,MT,30,81,64,US President,"McCain, John",republican,"242,763","490,109",49.53%,1,NO
2008,Montana,MT,30,81,64,US President,"Obama, Barack H.",democrat,"231,667","490,109",47.27%,2,YES
2008,Nebraska,NE,31,46,35,US President,"McCain, John",republican,"452,979","801,281",56.53%,1,NO
2008,Nebraska,NE,31,46,35,US President,"Obama, Barack H.",democrat,"333,319","801,281",41.60%,2,YES
2008,Nevada,NV,32,88,65,US President,"Obama, Barack H.",democrat,"533,736","967,848",55.15%,1,YES
2008,Nevada,NV,32,88,65,US President,"McCain, John",republican,"412,827","967,848",42.65%,2,NO
2008,New Hampshire,NH,33,12,4,US President,"Obama, Barack H.",democrat,"384,826","710,970",54.13%,1,YES
2008,New Hampshire,NH,33,12,4,US President,"McCain, John",republican,"316,534","710,970",44.52%,2,NO
2008,New Jersey,NJ,34,22,12,US President,"Obama, Barack H.",democrat,"2,215,422","3,868,237",57.27%,1,YES
2008,New Jersey,NJ,34,22,12,US President,"McCain, John",republican,"1,613,207","3,868,237",41.70%,2,NO
2008,New Mexico,NM,35,85,66,US President,"Obama, Barack H.",democrat,"472,422","830,158",56.91%,1,YES
2008,New Mexico,NM,35,85,66,US President,"McCain, John",republican,"346,832","830,158",41.78%,2,NO
2008,New York,NY,36,21,13,US President,"Obama, Barack H.",democrat,"4,645,332","7,722,019",60.16%,1,YES
2008,New York,NY,36,21,13,US President,"McCain, John",republican,"2,418,323","7,722,019",31.32%,2,NO
2008,New York,NY,36,21,13,US President,"McCain, John",conservative,"170,475","7,722,019",2.21%,2,NO
2008,New York,NY,36,21,13,US President,"McCain, John",independence,"163,973","7,722,019",2.12%,2,NO
2008,New York,NY,36,21,13,US President,"Obama, Barack H.",working families,"159,613","7,722,019",2.07%,2,YES
2008,North Carolina,NC,37,56,47,US President,"Obama, Barack H.",democrat,"2,142,651","4,310,851",49.70%,1,YES
2008,North Carolina,NC,37,56,47,US President,"McCain, John",republican,"2,128,474","4,310,851",49.37%,2,NO
2008,North Dakota,ND,38,44,36,US President,"McCain, John",republican,"168,601","316,621",53.25%,1,NO
2008,North Dakota,ND,38,44,36,US President,"Obama, Barack H.",democrat,"141,278","316,621",44.62%,2,YES
2008,Ohio,OH,39,31,24,US President,"Obama, Barack H.",democrat,"2,940,044","5,708,350",51.50%,1,YES
2008,Ohio,OH,39,31,24,US President,"McCain, John",republican,"2,677,820","5,708,350",46.91%,2,NO
2008,Oklahoma,OK,40,73,53,US President,"McCain, John",republican,"960,165","1,462,661",65.65%,1,NO
2008,Oklahoma,OK,40,73,53,US President,"Obama, Barack H.",democrat,"502,496","1,462,661",34.35%,2,YES
2008,Oregon,OR,41,92,72,US President,"Obama, Barack H.",democrat,"1,037,291","1,827,864",56.75%,1,YES
2008,Oregon,OR,41,92,72,US President,"McCain, John",republican,"738,475","1,827,864",40.40%,2,NO
2008,Pennsylvania,PA,42,23,14,US President,"Obama, Barack H.",democrat,"3,276,363","6,013,272",54.49%,1,YES
2008,Pennsylvania,PA,42,23,14,US President,"McCain, John",republican,"2,655,885","6,013,272",44.17%,2,NO
2008,Rhode Island,RI,44,15,5,US President,"Obama, Barack H.",democrat,"296,571","471,766",62.86%,1,YES
2008,Rhode Island,RI,44,15,5,US President,"McCain, John",republican,"165,391","471,766",35.06%,2,NO
2008,South Carolina,SC,45,57,48,US President,"McCain, John",republican,"1,034,896","1,920,969",53.87%,1,NO
2008,South Carolina,SC,45,57,48,US President,"Obama, Barack H.",democrat,"862,449","1,920,969",44.90%,2,YES
2008,South Dakota,SD,46,45,37,US President,"McCain, John",republican,"203,054","381,975",53.16%,1,NO
2008,South Dakota,SD,46,45,37,US President,"Obama, Barack H.",democrat,"170,924","381,975",44.75%,2,YES
2008,Tennessee,TN,47,62,54,US President,"McCain, John",republican,"1,479,178","2,599,749",56.90%,1,NO
2008,Tennessee,TN,47,62,54,US President,"Obama, Barack H.",democrat,"1,087,437","2,599,749",41.83%,2,YES
2008,Texas,TX,48,74,49,US President,"McCain, John",republican,"4,479,328","8,077,795",55.45%,1,NO
2008,Texas,TX,48,74,49,US President,"Obama, Barack H.",democrat,"3,528,633","8,077,795",43.68%,2,YES
2008,Utah,UT,49,87,67,US President,"McCain, John",republican,"596,030","952,370",62.58%,1,NO
2008,Utah,UT,49,87,67,US President,"Obama, Barack H.",democrat,"327,670","952,370",34.41%,2,YES
2008,Vermont,VT,50,13,6,US President,"Obama, Barack H.",democrat,"219,262","325,046",67.46%,1,YES
2008,Vermont,VT,50,13,6,US President,"McCain, John",republican,"98,974","325,046",30.45%,2,NO
2008,Virginia,VA,51,54,40,US President,"Obama, Barack H.",democrat,"1,959,532","3,723,260",52.63%,1,YES
2008,Virginia,VA,51,54,40,US President,"McCain, John",republican,"1,725,005","3,723,260",46.33%,2,NO
2008,Washington,WA,53,91,73,US President,"Obama, Barack H.",democrat,"1,750,848","3,036,878",57.65%,1,YES
2008,Washington,WA,53,91,73,US President,"McCain, John",republican,"1,229,216","3,036,878",40.48%,2,NO
2008,West Virginia,WV,54,55,56,US President,"McCain, John",republican,"397,466","713,451",55.71%,1,NO
2008,West Virginia,WV,54,55,56,US President,"Obama, Barack H.",democrat,"303,857","713,451",42.59%,2,YES
2008,Wisconsin,WI,55,35,25,US President,"Obama, Barack H.",democrat,"1,677,211","2,983,417",56.22%,1,YES
2008,Wisconsin,WI,55,35,25,US President,"McCain, John",republican,"1,262,393","2,983,417",42.31%,2,NO
2008,Wyoming,WY,56,83,68,US President,"McCain, John",republican,"164,958","254,904",64.71%,1,NO
2008,Wyoming,WY,56,83,68,US President,"Obama, Barack H.",democrat,"82,868","254,904",32.51%,2,YES
2012,Alabama,AL,1,63,41,US President,"Romney, Mitt",republican,"1,255,925","2,074,338",60.55%,1,NO
2012,Alabama,AL,1,63,41,US President,"Obama, Barack H.",democrat,"795,696","2,074,338",38.36%,2,YES
2012,Alaska,AK,2,94,81,US President,"Romney, Mitt",republican,"164,676","300,495",54.80%,1,NO
2012,Alaska,AK,2,94,81,US President,"Obama, Barack H.",democrat,"122,640","300,495",40.81%,2,YES
2012,Arizona,AZ,4,86,61,US President,"Romney, Mitt",republican,"1,233,654","2,299,254",53.65%,1,NO
2012,Arizona,AZ,4,86,61,US President,"Obama, Barack H.",democrat,"1,025,232","2,299,254",44.59%,2,YES
2012,Arkansas,AR,5,71,42,US President,"Romney, Mitt",republican,"647,744","1,069,468",60.57%,1,NO
2012,Arkansas,AR,5,71,42,US President,"Obama, Barack H.",democrat,"394,409","1,069,468",36.88%,2,YES
2012,California,CA,6,93,71,US President,"Obama, Barack H.",democrat,"7,854,285","13,038,547",60.24%,1,YES
2012,California,CA,6,93,71,US President,"Romney, Mitt",republican,"4,839,958","13,038,547",37.12%,2,NO
2012,Colorado,CO,8,84,62,US President,"Obama, Barack H.",democrat,"1,323,101","2,569,516",51.49%,1,YES
2012,Colorado,CO,8,84,62,US President,"Romney, Mitt",republican,"1,185,243","2,569,516",46.13%,2,NO
2012,Connecticut,CT,9,16,1,US President,"Obama, Barack H.",democrat,"905,083","1,558,204",58.09%,1,YES
2012,Connecticut,CT,9,16,1,US President,"Romney, Mitt",republican,"634,892","1,558,204",40.75%,2,NO
2012,Delaware,DE,10,51,11,US President,"Obama, Barack H.",democrat,"242,584","413,890",58.61%,1,YES
2012,Delaware,DE,10,51,11,US President,"Romney, Mitt",republican,"165,484","413,890",39.98%,2,NO
2012,District of Columbia,DC,11,53,55,US President,"Obama, Barack H.",democrat,"267,070","293,764",90.91%,1,YES
2012,District of Columbia,DC,11,53,55,US President,"Romney, Mitt",republican,"21,381","293,764",7.28%,2,NO
2012,Florida,FL,12,59,43,US President,"Obama, Barack H.",democrat,"4,237,756","8,474,179",50.01%,1,YES
2012,Florida,FL,12,59,43,US President,"Romney, Mitt",republican,"4,163,447","8,474,179",49.13%,2,NO
2012,Georgia,GA,13,58,44,US President,"Romney, Mitt",republican,"2,078,688","3,897,839",53.33%,1,NO
2012,Georgia,GA,13,58,44,US President,"Obama, Barack H.",democrat,"1,773,827","3,897,839",45.51%,2,YES
2012,Hawaii,HI,15,95,82,US President,"Obama, Barack H.",democrat,"306,658","437,159",70.15%,1,YES
2012,Hawaii,HI,15,95,82,US President,"Romney, Mitt",republican,"121,015","437,159",27.68%,2,NO
2012,Idaho,ID,16,82,63,US President,"Romney, Mitt",republican,"420,911","652,274",64.53%,1,NO
2012,Idaho,ID,16,82,63,US President,"Obama, Barack H.",democrat,"212,787","652,274",32.62%,2,YES
2012,Illinois,IL,17,33,21,US President,"Obama, Barack H.",democrat,"3,019,512","5,242,014",57.60%,1,YES
2012,Illinois,IL,17,33,21,US President,"Romney, Mitt",republican,"2,135,216","5,242,014",40.73%,2,NO
2012,Indiana,IN,18,32,22,US President,"Romney, Mitt",republican,"1,420,543","2,624,534",54.13%,1,NO
2012,Indiana,IN,18,32,22,US President,"Obama, Barack H.",democrat,"1,152,887","2,624,534",43.93%,2,YES
2012,Iowa,IA,19,42,31,US President,"Obama, Barack H.",democrat,"822,544","1,582,180",51.99%,1,YES
2012,Iowa,IA,19,42,31,US President,"Romney, Mitt",republican,"730,617","1,582,180",46.18%,2,NO
2012,Kansas,KS,20,47,32,US President,"Romney, Mitt",republican,"692,634","1,159,971",59.71%,1,NO
2012,Kansas,KS,20,47,32,US President,"Obama, Barack H.",democrat,"440,726","1,159,971",37.99%,2,YES
2012,Kentucky,KY,21,61,51,US President,"Romney, Mitt",republican,"1,087,190","1,797,212",60.49%,1,NO
2012,Kentucky,KY,21,61,51,US President,"Obama, Barack H.",democrat,"679,370","1,797,212",37.80%,2,YES
2012,Louisiana,LA,22,72,45,US President,"Romney, Mitt",republican,"1,152,262","1,994,065",57.78%,1,NO
2012,Louisiana,LA,22,72,45,US President,"Obama, Barack H.",democrat,"809,141","1,994,065",40.58%,2,YES
2012,Maine,ME,23,11,2,US President,"Obama, Barack H.",democrat,"401,306","724,758",55.37%,1,YES
2012,Maine,ME,23,11,2,US President,"Romney, Mitt",republican,"292,276","724,758",40.33%,2,NO
2012,Maryland,MD,24,52,52,US President,"Obama, Barack H.",democrat,"1,677,844","2,707,327",61.97%,1,YES
2012,Maryland,MD,24,52,52,US President,"Romney, Mitt",republican,"971,869","2,707,327",35.90%,2,NO
2012,Massachusetts,MA,25,14,3,US President,"Obama, Barack H.",democrat,"1,921,290","3,184,196",60.34%,1,YES
2012,Massachusetts,MA,25,14,3,US President,"Romney, Mitt",republican,"1,188,314","3,184,196",37.32%,2,NO
2012,Michigan,MI,26,34,23,US President,"Obama, Barack H.",democrat,"2,564,569","4,730,961",54.21%,1,YES
2012,Michigan,MI,26,34,23,US President,"Romney, Mitt",republican,"2,115,256","4,730,961",44.71%,2,NO
2012,Minnesota,MN,27,41,33,US President,"Obama, Barack H.",democratic-farmer-labor,"1,546,167","2,936,561",52.65%,1,YES
2012,Minnesota,MN,27,41,33,US President,"Romney, Mitt",republican,"1,320,225","2,936,561",44.96%,2,NO
2012,Mississippi,MS,28,64,46,US President,"Romney, Mitt",republican,"710,746","1,285,584",55.29%,1,NO
2012,Mississippi,MS,28,64,46,US President,"Obama, Barack H.",democrat,"562,949","1,285,584",43.79%,2,YES
2012,Missouri,MO,29,43,34,US President,"Romney, Mitt",republican,"1,482,440","2,757,323",53.76%,1,NO
2012,Missouri,MO,29,43,34,US President,"Obama, Barack H.",democrat,"1,223,796","2,757,323",44.38%,2,YES
2012,Montana,MT,30,81,64,US President,"Romney, Mitt",republican,"267,928","484,048",55.35%,1,NO
2012,Montana,MT,30,81,64,US President,"Obama, Barack H.",democrat,"201,839","484,048",41.70%,2,YES
2012,Nebraska,NE,31,46,35,US President,"Romney, Mitt",republican,"475,064","794,379",59.80%,1,NO
2012,Nebraska,NE,31,46,35,US President,"Obama, Barack H.",democrat,"302,081","794,379",38.03%,2,YES
2012,Nevada,NV,32,88,65,US President,"Obama, Barack H.",democrat,"531,373","1,014,918",52.36%,1,YES
2012,Nevada,NV,32,88,65,US President,"Romney, Mitt",republican,"463,567","1,014,918",45.68%,2,NO
2012,New Hampshire,NH,33,12,4,US President,"Obama, Barack H.",democrat,"369,561","710,972",51.98%,1,YES
2012,New Hampshire,NH,33,12,4,US President,"Romney, Mitt",republican,"329,918","710,972",46.40%,2,NO
2012,New Jersey,NJ,34,22,12,US President,"Obama, Barack H.",democrat,"2,122,786","3,638,499",58.34%,1,YES
2012,New Jersey,NJ,34,22,12,US President,"Romney, Mitt",republican,"1,478,088","3,638,499",40.62%,2,NO
2012,New Mexico,NM,35,85,66,US President,"Obama, Barack H.",democrat,"415,335","783,758",52.99%,1,YES
2012,New Mexico,NM,35,85,66,US President,"Romney, Mitt",republican,"335,788","783,758",42.84%,2,NO
2012,New York,NY,36,21,13,US President,"Obama, Barack H.",democrat,"4,324,228","7,116,784",60.76%,1,YES
2012,New York,NY,36,21,13,US President,"Romney, Mitt",republican,"2,223,397","7,116,784",31.24%,2,NO
2012,New York,NY,36,21,13,US President,"Romney, Mitt",conservative,"262,035","7,116,784",3.68%,2,NO
2012,New York,NY,36,21,13,US President,"Obama, Barack H.",working families,"147,643","7,116,784",2.07%,2,YES
2012,North Carolina,NC,37,56,47,US President,"Romney, Mitt",republican,"2,270,395","4,505,372",50.39%,1,NO
2012,North Carolina,NC,37,56,47,US President,"Obama, Barack H.",democrat,"2,178,391","4,505,372",48.35%,2,YES
2012,North Dakota,ND,38,44,36,US President,"Romney, Mitt",republican,"188,320","322,932",58.32%,1,NO
2012,North Dakota,ND,38,44,36,US President,"Obama, Barack H.",democrat,"124,966","322,932",38.70%,2,YES
2012,Ohio,OH,39,31,24,US President,"Obama, Barack H.",democrat,"2,827,621","5,580,822",50.67%,1,YES
2012,Ohio,OH,39,31,24,US President,"Romney, Mitt",republican,"2,661,407","5,580,822",47.69%,2,NO
2012,Oklahoma,OK,40,73,53,US President,"Romney, Mitt",republican,"891,325","1,334,872",66.77%,1,NO
2012,Oklahoma,OK,40,73,53,US President,"Obama, Barack H.",democrat,"443,547","1,334,872",33.23%,2,YES
2012,Oregon,OR,41,92,72,US President,"Obama, Barack H.",democrat,"970,488","1,789,270",54.24%,1,YES
